#-*-coding:utf-8-*-
# 
# #-------------------------
# # parameters
# #-------------------------
# LIGHTC=3.066e2#kpc/Myr
# RCR=7#kpc
# ALPHA=3#adim
# SIGMA0=5e7#Msol/kpc^2
# RGAS=10#kpc
# 
# #enoncé
# KAPPA=5e-12#kpc^2/Msol
# #mieux ?
# #KAPPA=5e-6#kpc^2/Msol
# 
# 
# GAMMA=1#adim
# EMIN=1e2#GeV
# EMAX=1e7#GeV
# H0=4#kpc
# LAMBDA0=1e-3#kpc à 1 GeV (???)
# BETA=0.5#adim
# 
# 
# ##
# SAMPLESIZE=int(1e3)
# TIMESTEP=1e-4#???
# MAXEPOCH=5e4 #???
# 
# 
# ##plotting
# ALPHA=0.8
# SIZE=0.8
# STYLE='stepfilled'


#r(kpc)		h(kpc)		E(GeV)		last iter	abs/esc flag

2.727765e+01	-4.012682e+00	4.387421e+06	      5209	         2
7.753121e+02	-4.002061e+00	8.758330e+06	      1505	         2
8.541256e+00	4.012440e+00	9.151392e+06	       476	         2
2.432394e+01	-4.001444e+00	7.952569e+06	      1184	         2
9.981363e+00	-4.007808e+00	7.587546e+06	      2715	         2
1.007425e+01	4.000176e+00	8.969488e+06	      1727	         2
6.627532e+01	-4.006273e+00	3.628562e+06	      3459	         2
2.047794e+02	4.009112e+00	2.299853e+06	      4406	         2
1.300113e+01	4.016211e+00	1.298073e+06	      1187	         2
1.340924e+01	-4.017846e+00	1.176961e+06	      1211	         2
1.849192e-02	-4.005005e+00	7.753524e+06	       943	         2
1.133906e+01	4.000860e+00	3.294885e+06	      4921	         2
1.542109e+00	-4.009658e+00	4.532771e+06	      1062	         2
9.805299e+00	4.001539e+00	8.069606e+06	      1489	         2
9.001334e+01	4.010952e+00	7.843579e+06	      1018	         2
1.487905e+01	4.017402e+00	5.066799e+06	       476	         2
1.953677e+01	-4.007825e+00	4.200801e+06	       856	         2
4.085652e+00	-4.012476e+00	6.562784e+05	       692	         2
2.380654e+01	-4.016023e+00	3.518226e+06	      1522	         2
1.620127e-01	4.006499e+00	1.583873e+06	      5872	         2
2.674932e+01	-4.010716e+00	3.734683e+06	       908	         2
1.159150e+00	-4.002673e+00	9.714570e+06	      2751	         2
9.474905e+01	-4.011864e+00	6.282184e+06	       327	         2
2.117243e+01	-4.012086e+00	2.303719e+06	      4650	         2
1.035316e+00	4.000602e+00	6.624335e+06	       740	         2
7.700315e+00	-4.005280e+00	2.868698e+06	       601	         2
1.391644e+00	-4.020048e+00	7.723410e+06	      1780	         2
1.715057e+01	4.000240e+00	2.754878e+04	      2895	         2
1.877059e+01	-4.008593e+00	3.947385e+06	      1493	         2
1.001356e+01	-4.005617e+00	3.528571e+06	      2793	         2
1.013872e+02	-4.003508e+00	5.337447e+05	      3219	         2
3.673990e+00	4.008429e+00	1.661535e+06	      1686	         2
3.687673e+00	4.005712e+00	8.677221e+06	       701	         2
3.993021e+00	4.016086e+00	8.924415e+06	       658	         2
3.165698e+01	4.016791e+00	7.155457e+06	      1318	         2
2.722163e+02	-4.011049e+00	5.418045e+06	       807	         2
8.871313e-01	4.005325e+00	6.978314e+06	       618	         2
7.303800e+00	4.010764e+00	6.553098e+06	       292	         2
1.345614e+01	4.008947e+00	7.607384e+06	       791	         2
6.397956e+01	-4.006882e+00	1.604838e+06	       225	         2
8.885315e+00	4.014688e+00	5.597435e+06	       819	         2
1.386462e+00	4.001092e+00	7.785924e+06	      1391	         2
9.011964e-03	-4.009665e+00	7.006996e+06	      1998	         2
6.681922e+03	4.005672e+00	8.144725e+06	       836	         2
1.250071e+01	4.012489e+00	3.115031e+06	       291	         2
1.144008e+01	-4.015260e+00	6.755650e+06	      2547	         2
8.089631e+01	4.014188e+00	4.025359e+06	       695	         2
1.966254e+00	4.004838e+00	8.543308e+06	       835	         2
2.141256e+00	4.008349e+00	2.118130e+06	      3061	         2
3.962338e+00	4.006108e+00	4.150627e+06	       820	         2
2.814243e+00	-4.012529e+00	3.345815e+06	       668	         2
1.114685e+01	4.009723e+00	5.998426e+06	       221	         2
4.290290e+00	-4.001626e+00	8.436337e+06	       357	         2
7.835291e+01	-4.004260e+00	4.609254e+06	       999	         2
3.911337e+00	4.011779e+00	8.168200e+06	       462	         2
6.712969e+00	4.003054e+00	1.542293e+06	       782	         2
5.417418e+00	4.005137e+00	9.331713e+06	      1021	         2
1.133972e+01	-4.000616e+00	6.557080e+06	       142	         2
2.813540e+01	-4.009043e+00	8.481376e+06	       389	         2
1.549497e+00	-4.008364e+00	8.630665e+06	      1008	         2
9.513578e+00	-4.000525e+00	3.762207e+06	      1260	         2
7.505632e+00	-4.020632e+00	1.317210e+06	      2792	         2
6.891927e+00	-4.005017e+00	4.480048e+06	      1320	         2
2.762442e+00	4.000628e+00	3.124410e+06	      1028	         2
2.092299e+00	4.002023e+00	4.456933e+06	      2331	         2
7.971077e-03	-4.000589e+00	7.465344e+06	       335	         2
4.127881e+01	4.011017e+00	7.283557e+06	       612	         2
1.167657e+01	-4.004335e+00	9.881200e+06	       617	         2
6.846711e+01	-4.020716e+00	2.918346e+05	      2168	         2
1.467651e+01	-4.009676e+00	4.046006e+06	       337	         2
1.689559e+01	-4.000747e+00	2.262821e+06	      1493	         2
1.893637e+00	4.007252e+00	1.022449e+06	      8917	         2
2.199209e+02	4.001357e+00	9.481460e+06	       767	         2
1.161590e+01	-4.016083e+00	9.508909e+05	       569	         2
4.516125e+01	-4.004982e+00	2.385324e+06	       852	         2
1.437183e+00	-4.005534e+00	7.282913e+06	      1060	         2
3.522326e+01	4.003158e+00	1.157803e+06	       600	         2
4.804379e+02	4.005580e+00	2.610652e+06	      6556	         2
1.178296e+01	-4.018564e+00	1.433187e+06	      1813	         2
4.458717e+01	4.013958e+00	4.537082e+06	      1111	         2
8.686815e-04	4.000931e+00	7.019484e+06	       319	         2
1.425548e+01	4.022331e+00	2.320649e+06	       977	         2
3.233573e+00	-4.010892e+00	4.969799e+06	       703	         2
8.135537e+00	4.011598e+00	6.651773e+06	       327	         2
1.985848e+01	-4.006969e+00	9.190200e+06	       152	         2
1.067711e+01	-4.021173e+00	2.395692e+06	       976	         2
2.274021e+00	-4.016843e+00	6.402103e+06	      1158	         2
8.909989e+01	-4.010835e+00	1.277612e+06	       671	         2
2.869360e+02	4.001297e+00	3.152581e+06	       316	         2
4.151752e+01	-4.012422e+00	1.654118e+06	       990	         2
4.664765e+00	-4.007128e+00	2.875694e+06	      1763	         2
6.704871e+01	4.006626e+00	4.477937e+05	      2111	         2
2.611594e+00	4.008502e+00	5.204616e+04	      4366	         2
6.150092e+00	-4.009504e+00	1.720621e+06	      1025	         2
8.636304e+00	-4.011521e+00	4.778091e+06	       742	         2
4.550261e+00	4.007492e+00	8.420174e+06	       951	         2
2.483018e+01	4.008259e+00	5.829683e+06	       900	         2
1.276708e+00	4.027308e+00	4.654886e+06	       964	         2
8.595363e+00	4.003499e+00	9.228211e+06	       330	         2
2.867478e+01	-4.003310e+00	2.730723e+06	       834	         2
2.673978e+00	4.027294e+00	3.304360e+06	      1268	         2
3.941718e-01	-4.001139e+00	1.725147e+06	      3202	         2
1.136401e+01	-4.009433e+00	6.077066e+06	       411	         2
2.021313e+03	4.009457e+00	5.863862e+06	       958	         2
6.687234e+00	4.005001e+00	6.055238e+06	      1238	         2
1.818316e+01	-4.000834e+00	3.310962e+06	      1760	         2
1.141739e+02	4.014535e+00	1.267223e+06	      2425	         2
7.135777e+01	-4.004314e+00	2.030304e+06	       851	         2
8.021733e+02	4.013893e+00	4.204843e+05	      4466	         2
5.554901e+01	4.023887e+00	8.427515e+06	       561	         2
6.830504e+00	-4.007575e+00	3.193253e+06	       385	         2
6.180232e+00	4.018936e+00	4.479097e+06	      1765	         2
2.749569e+01	-4.016933e+00	3.652483e+06	       531	         2
5.142949e+01	4.011038e+00	2.888861e+06	      1586	         2
6.122656e-02	-4.010533e+00	3.639316e+06	       618	         2
1.038725e+01	4.015620e+00	3.976083e+05	       731	         2
5.842256e+03	4.011745e+00	8.643399e+06	      1422	         2
2.254547e+01	4.019252e+00	4.159759e+06	      3086	         2
1.170243e+01	-4.001056e+00	2.462680e+06	      1834	         2
7.472156e+00	4.016872e+00	3.687324e+06	       652	         2
1.875164e+00	4.004493e+00	2.956688e+06	       194	         2
3.590167e+00	4.019859e+00	8.918820e+06	       527	         2
8.080726e+00	4.007702e+00	9.029646e+06	       726	         2
2.231750e-02	4.000186e+00	3.369044e+06	       359	         2
1.039327e+01	4.002341e+00	6.684661e+05	      1651	         2
7.310727e+00	-4.015346e+00	4.095860e+06	      2029	         2
1.340839e+01	4.013203e+00	5.349109e+06	       395	         2
2.150255e+01	-4.007527e+00	4.477290e+06	      2169	         2
2.966071e-04	-4.000898e+00	6.756928e+06	       838	         2
2.697998e+00	-4.008200e+00	6.990245e+06	       500	         2
1.194220e+01	4.013088e+00	3.586370e+05	      3269	         2
1.028120e+01	4.003497e+00	7.408488e+06	       626	         2
3.773694e+00	-4.016775e+00	1.546896e+06	      2812	         2
1.819366e+01	-4.000381e+00	4.713240e+06	       626	         2
3.376706e+00	4.009462e+00	9.160628e+06	      1339	         2
4.199602e+01	4.015101e+00	2.421594e+06	      2275	         2
5.769084e+01	4.001574e+00	3.869019e+06	       301	         2
1.040501e+01	4.010657e+00	5.968147e+06	      1319	         2
7.162200e+00	-4.004738e+00	7.613510e+06	       887	         2
1.792999e+01	4.012508e+00	3.324174e+04	      1929	         2
1.649887e+00	4.021992e+00	4.814531e+06	       283	         2
3.325633e+01	4.003015e+00	6.731457e+06	       295	         2
8.145754e+00	-4.015280e+00	3.332209e+06	      2155	         2
1.082397e+01	4.005178e+00	9.648967e+06	      1025	         2
1.710028e+01	-4.011084e+00	1.571729e+06	       897	         2
6.454854e+00	-4.013325e+00	5.721597e+06	       255	         2
3.025266e+00	4.013311e+00	6.141703e+06	       189	         2
2.541774e-01	4.004419e+00	2.868153e+06	       431	         2
1.932780e+01	4.006488e+00	8.112662e+06	      2774	         2
1.072023e+01	4.000928e+00	4.057917e+06	      1440	         2
6.249922e+00	4.015477e+00	7.847254e+06	       614	         2
1.287499e+01	-4.009070e+00	7.580182e+06	       678	         2
1.199690e+02	-4.000040e+00	9.209864e+06	      1260	         2
5.538281e+00	4.006345e+00	3.236319e+06	      1829	         2
3.325443e+01	4.021503e+00	1.660901e+06	      2827	         2
8.964750e+00	-4.009109e+00	2.946692e+06	       970	         2
1.410462e+01	-4.010306e+00	9.517342e+06	       573	         2
3.212251e+01	-4.000294e+00	3.238534e+06	      3463	         2
1.876776e+01	4.004789e+00	7.010688e+06	       362	         2
5.210630e-03	4.002374e+00	2.835958e+06	      1108	         2
9.499212e+00	-4.027833e+00	1.302919e+06	      3496	         2
2.363593e+00	4.003672e+00	4.855101e+06	       358	         2
1.200307e+01	4.009620e+00	6.545410e+06	      1390	         2
4.809542e+00	4.005219e+00	1.414079e+06	      1030	         2
1.936237e-03	-4.016926e+00	1.112391e+06	       801	         2
